Id,Probability
1,0.0590796330735966
2,0.0510807239665714
3,0.0468659260104238
4,0.127400379599299
5,0.103685589337352
6,0.0396056272996598
7,0.0746664371380597
8,0.0441826695853939
9,0.0295834360112976
10,0.764584910731099
11,0.0737553041615781
12,0.0544806502807406
13,0.0291081982486294
14,0.0947369987617906
15,0.0432426256073317
16,0.0813178514003328
17,0.0316911609177856
18,0.0742654431815029
19,0.0400834387323875
20,0.058761247296635
21,0.0524682137603976
22,0.0292258111772668
23,0.0327563176519131
24,0.0601334508815218
25,0.0820896693403086
26,0.0463796251821562
27,0.0644442315708133
28,0.0288743878646275
29,0.0858068472724576
30,0.0550219651955174
31,0.0566704260828898
32,0.0419211079720043
33,0.0403686477917507
34,0.0452868699019272
35,0.21867722887787
36,0.0606081927420577
37,0.0895255034221263
38,0.0484814982605519
39,0.0846600253772982
40,0.0638859077508779
41,0.130543006401851
42,0.17933695108882
43,0.0602319767388732
44,0.0399299737813351
45,0.0539428516774429
46,0.0212355320231184
47,0.0224794937202832
48,0.0494141837204148
49,0.0587722181483256
50,0.0545033836568591
51,0.036675874127406
52,0.0182939113147148
53,0.0624282777552271
54,0.0602598068678004
55,0.0715269336182679
56,0.0927597255265894
57,0.032639199299048
58,0.141189077071885
59,0.0652628519038199
60,0.15680532735883
61,0.00893677712882152
62,0.0393421286417149
63,0.0934033222576062
64,0.0395858731272451
65,0.0679427509763635
66,0.0276321572011851
67,0.0509465863605352
68,0.0749605874467956
69,0.0379385405917252
70,0.56442576643521
71,0.0433453057842542
72,0.0830142364703321
73,0.0245051714688546
74,0.133475854889934
75,0.0587901867871514
76,0.0355084170712113
77,0.0604861832277533
78,0.0807287302982885
79,0.0356034529371535
80,0.0951188906673107
81,0.0520399510223489
82,0.0406209008728815
83,0.104927380340909
84,0.0187088335652655
85,0.0529246428629246
86,0.0573414288241191
87,0.119806111350067
88,0.0549615712969518
89,0.0996297745275226
90,0.109257759960791
91,0.09162215810838
92,0.0624420454860826
93,0.0395035549745361
94,0.0552100626464073
95,0.0345309204648997
96,0.105164174894597
97,0.0338433530470945
98,0.0720779166434058
99,0.0516553509486262
100,0.0931214158767074
101,0.0506634701815944
102,0.0797273264172592
103,0.0329050123483649
104,0.0693082829365085
105,0.111676452740505
106,0.109726484152281
107,0.213612055739485
108,0.0255728036885815
109,0.0360841634148338
110,0.0566655236644799
111,0.0358482684079476
112,0.0853978651637764
113,0.0861795501863671
114,0.0431814837112731
115,0.0854125048102401
116,0.0300008743120066
117,0.0335744497966966
118,0.0899520468010264
119,0.0646502997687474
120,0.0397506144096735
121,0.0421904279416878
122,0.065705775658707
123,0.0682561222992645
124,0.0485490336938318
125,0.0540786492550837
126,0.0276935097614691
127,0.0171126995150657
128,0.0575215741191855
129,0.0365949134444704
130,0.0733777877252399
131,0.0535004973218891
132,0.0742896191513636
133,0.0335891820556028
134,0.0877723340067488
135,0.0561468963235413
136,0.0243455891276094
137,0.0791442275456762
138,0.0675278014364284
139,0.0343784882714272
140,0.0884281362530302
141,0.0234231507357379
142,0.042399602339921
143,0.0218168381141131
144,0.0730638387993225
145,0.104531536029461
146,0.0843951057383124
147,0.0275501568095259
148,0.133946791793372
149,0.0430730273431723
150,0.0378698562392611
151,0.0315909591128718
152,0.0430988302556519
153,0.0276491171009098
154,0.0374958467387817
155,0.0607586336051331
156,0.0752565612054312
157,0.0972632331591619
158,0.0320602497369136
159,0.0566250255106764
160,0.0675691965844294
161,0.0324090545461209
162,0.0407778207448095
163,0.0547778711962581
164,0.0750987023097394
165,0.0521282104575101
166,0.0498954621833661
167,0.0525484513486723
168,0.0787382635954741
169,0.146039669933014
170,0.04546860877783
171,0.0224341092937771
172,0.0367300761109411
173,0.0657828454712359
174,0.078896368424257
175,0.0657708415321838
176,0.0791238671653606
177,0.0600633649415434
178,0.0419959499394334
179,0.0362515820825834
180,0.0317558601097966
181,0.158104325326965
182,0.055710371016026
183,0.0575130281237442
184,0.0265053206495394
185,0.049346388496922
186,0.032841280490613
187,0.0437614012666892
188,0.0554867600073779
189,0.0445300421370783
190,0.0674039973989393
